input_position,distance,source_id,designation,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,other_ids
"286.00694208333334,40.11621916666667",1.4573858046005667E-4,2100727362705844608,Gaia DR2 2100727362705844608,286.00681757967044,40.11610882972915,70.74599825502517,14.858924438043452,296.76356791557356,62.07620902396658,2.089835001188665,-22.162852538624076,-25.67113484050588,6.7638826,8.023894,5.6862783,0.019391262531384255,0.025685571467439425,0.023695462677030064,0.041774833067581285,0.04958195184319665,,,,582.9986,0.0,0.0,12.108598,27,5,225,230,230,31,true,1.338366681694223,0.0060093380442893885,0.039579637,174.12752,1.2600117,2.337616,0.22559775,-0.4224179,0.0049834927,false,,,,200111,0,1.0776043,621.4624,646.55774,634.0101,40,0.04653676,88.19558,0.0028193803,-0.1578824,8530953.44092676,36565.14959348341,233.30832,29,1.3791022,3.713584233645511E7,29583.73064147683,1255.2792,264,0,4.2683169686955296E7,105692.8352969222,403.84164,29,NOT_AVAILABLE,-0.054890446,100001,-0.13702993,-2.4374991653368863,0.1724716502192196,55.524837,60.278923,57.638363,735200590,0.019400436,0.057485998,-0.3008583,2015.5,13,0.0,4.5,3700.0,1635721458409799680,3730.505,3886.93,3815.0,17,Gaia DR1 2100727362705844608
"290.8780120833333,48.06964555555556",9.615831705795843E-5,2129216847153832576,Gaia DR2 2129216847153832576,290.87788968197236,48.06959499365616,79.73123305278219,14.849139889153804,310.6960312478746,68.57876696121997,4.384864768008933,-18.997318942832834,-11.791479601989867,7.247128,7.8153687,6.5887756,0.021545699723264342,0.02320695772058182,0.024322008524251936,0.04845641123887161,0.044468192363460994,0.0053,0.2747,0.0205,291.37692,0.0,0.0,2.9853303,27,2,228,230,230,31,true,1.5308379865871655,0.0062793337427418505,0.03695166,118.79671,0.56824064,1.226593,0.3545388,-0.24631809,-0.008708301,false,0.0029,0.1195,0.0087,200111,0,0.6583524,56.324265,57.414207,56.869236,34,0.08017031,180.28383,-0.09304297,-0.05853612,1.033731850011492E7,13881.623530187679,744.67645,28,1.2156237,2.3795516538921177E7,4874.925368921451,4881.2065,270,0,1.858907627953254E7,47220.29171409495,393.6671,27,NOT_AVAILABLE,-0.008549008,100001,0.034888864,-8.491759933349085,0.1841074263306789,10.525595,11.53495,10.952443,1568455812,0.18323556,-0.004403924,-0.21535912,2015.5,13,0.0,4.5,4750.0,1635721458409799680,4667.0,4885.65,4789.5,17,Gaia DR1 2129216842857222144
"286.9324595833333,47.03579833333333",3.7620458114054906E-5,2130641367544915584,Gaia DR2 2130641367544915584,286.9325102101583,47.035813325147295,77.65793080485864,16.893688523326006,302.8760674247864,68.5510304877471,2.4340412919083168,7.948836376034864,3.427702889279435,7.2491374,7.958235,6.479952,0.030337229922913926,0.027873013465309283,0.02882912060327378,0.0668006934691248,0.04685388144086884,0.1435,1.8325,0.3753,205.5191,0.0,0.0,0.8603232,22,0,194,194,194,31,true,1.478827485659122,0.006575456088381382,0.049446903,117.30177,0.7090974,1.4782829,0.40872452,-0.5373677,-0.10323645,false,0.068,1.0035,0.1765,200111,0,0.76918554,206.4774,214.58278,210.53009,29,0.05481807,84.429955,-0.27460435,-0.19204299,9062778.195280584,19586.3557634299,462.70874,24,1.2467251,2.3751519080602173E7,7512.17271991312,3161.7375,228,1,2.0548834998202037E7,37589.942098137464,546.6578,21,NOT_AVAILABLE,-0.035359163,100002,-0.060213774,6.052459166204525,0.14657432943144433,23.233435,26.127703,24.787903,498957820,-0.112576924,0.026673082,-0.4781357,2015.5,13,0.0,4.5,4250.0,1635721458409799680,4301.3447,4561.4,4416.06,14,Gaia DR1 2130641363245494784
"292.77323458333325,48.58211222222223",1.7786369095917907E-5,2128924750717810560,Gaia DR2 2128924750717810560,292.77323602757724,48.582129982911184,80.75775521561745,13.920706085628884,314.41633360133613,68.53761459692483,2.7412336955645067,0.20996025690547115,4.0947776298738425,7.188762,7.1581707,7.2933197,0.04164631252514421,0.04662297348101144,0.04750185305600526,0.09611443459663098,0.09841076030270285,0.0689,0.357,0.248,1128.6902,0.19439615887959594,13.536724449790725,24.056583,21,1,185,186,186,31,true,1.7708074005318546,0.01279918082193159,0.06065647,19.64993,-0.030591488,-0.135149,0.24653979,-0.16803043,-0.1283119,false,0.0386,0.1738,0.124,,0,-0.104557514,,,,29,0.038605634,57.70793,-0.14321807,-0.050960198,1.8935947022575427E7,31644.084943846545,598.404,22,1.1410291,2.5109691389103282E7,9542.450568437298,2631.3672,211,0,9714941.090281067,35211.26291932695,275.90436,24,NOT_AVAILABLE,-0.027039917,100001,-0.09656887,,,,,,116158714,-0.08655673,-0.09271763,-0.032083422,2015.5,0,,,,1635721458409799680,7963.25,9593.0,8868.667,17,Gaia DR1 2128924750717810560
"298.4423,45.47041055555556",7.695989970127941E-6,2079411684837733376,Gaia DR2 2079411684837733376,298.4422913944504,45.470405779730925,79.77271617813328,9.056321448257581,319.80742606107304,64.07198141770822,1.5592934319056786,-1.4423779862019548,-1.1353872522789468,7.3244863,7.9567018,6.6113977,0.022531085713800778,0.026991660979600453,0.027985709830220556,0.04856314648833054,0.050564587576916994,0.024,2.2201,0.42,368.67886,0.0,0.0,6.2012706,25,3,219,222,222,31,true,1.49776023650061,0.006600133086782895,0.03855672,104.55611,0.6322155,1.345304,0.28541005,-0.33344877,-0.06855626,false,0.0109,1.14,0.202,200111,0,0.7130885,434.1233,460.48834,447.30582,31,0.10066189,55.717487,-0.071644336,-0.26327094,9075584.887358738,15010.271763733977,604.62494,26,1.2311587,2.2159084906231243E7,4731.730267634425,4683.083,246,0,1.820576506190265E7,33436.79436357184,544.483,23,NOT_AVAILABLE,0.09645915,100001,0.14454283,-18.355900776437934,0.13877046578287344,31.721962,34.86574,33.517857,1206522613,0.0015128165,-0.014670269,-0.06266805,2015.5,16,0.0,4.5,4750.0,1635721458409799680,4495.5,4713.0,4585.0,15,Gaia DR1 2079411680533580160
"284.8393516666667,41.63692277777778",5.50746770115342E-5,2104055760501638016,Gaia DR2 2104055760501638016,284.83932659629517,41.63687098829644,71.85031425700019,16.258971342223777,295.6536001585106,63.760464398059646,1.6734049941412377,-4.420890416079007,-12.035879449798582,6.784268,8.111529,5.6686263,0.025933721600506113,0.03532232531478286,0.03685788888017449,0.05481194168416621,0.05788512417859101,,,,766.93915,0.08877614974751222,3.580953958761469,16.91825,24,7,207,214,214,31,true,1.333005038623929,0.010263740422089686,0.042320237,68.04862,1.3272614,2.442903,0.48517027,-0.3102098,-0.25111166,false,,,,200111,0,1.1156416,1001.6645,1070.1101,1035.8873,30,0.16197814,45.401543,-0.062464613,-0.34671775,7869432.661494579,43523.06133390099,180.81064,24,1.4062859,3.644509459342163E7,49104.73238238114,742.1911,233,1,4.338278771251729E7,162282.71869517188,267.32846,24,NOT_AVAILABLE,0.14903557,100002,0.1459914,-8.609866208870853,0.1881678175964963,71.517334,83.82083,77.48596,335073007,0.12716213,-0.09201018,-0.04663953,2015.5,9,0.0,4.5,3600.0,1635721458409799680,3576.6667,3872.1199,3720.0,13,Gaia DR1 2104055756202531968
"284.2626883333333,45.85595055555556",8.30742834464927E-5,2107207888539182464,Gaia DR2 2107207888539182464,284.2626947595344,45.856033509189636,75.80653579341221,18.181696413774198,297.2011260154151,67.9529316162195,3.515426778428256,0.9736261399642627,19.244597005841843,7.3647585,7.4112263,7.320233,0.03065147223122031,0.030630671556350447,0.03379063261538445,0.0688159829252224,0.06844517478948609,0.5099,0.78,0.6773,887.85486,0.12919160266138055,6.456768651907285,18.561285,26,4,228,232,232,31,true,1.761221650874021,0.009838414985999164,0.052076586,34.90653,0.04646778,0.090993404,0.24869989,-0.11747735,-0.1414511,false,0.2259,0.389,0.319,,0,0.044525623,,,,30,0.013903615,104.035545,-0.20991121,-0.25790998,1.4999082117526617E7,20684.463292011467,725.1376,26,1.1463062,2.1352208955565143E7,5902.582012489047,3617.4353,251,0,9477086.878153156,41847.48525707042,226.4673,24,NOT_AVAILABLE,0.24003835,100001,0.1302313,,,,,,379731673,0.03753606,-0.07793067,0.113959976,2015.5,0,,,,1635721458409799680,8880.0,9345.0,9116.0,15,Gaia DR1 2107207884239570176
"282.41514749999993,43.07346666666667",7.784634074563448E-5,2105176094130309120,Gaia DR2 2105176094130309120,282.4151181280706,43.073391835450735,72.57535854527433,18.44831646782074,292.3025823364086,65.554244081043,0.9782974974565731,-4.9979318973184705,-17.41045002429741,7.4398384,8.772441,6.338046,0.02175226120640789,0.02528343268314133,0.026167973657217104,0.047551742607894486,0.04895349165450553,1.1369,2.1671,1.5597,535.1522,0.0,0.0,10.804344,26,7,227,234,234,31,true,1.328369696751391,0.006594261135243855,0.03790541,96.02759,1.3326025,2.4343948,0.27713504,-0.16529773,0.019237492,false,0.5833,1.0895,0.734,200111,0,1.1017923,1750.4946,1915.5415,1833.0181,32,-0.0077404813,37.3853,-0.0655317,-0.18350148,4281331.520631006,46550.33301151052,91.97209,29,1.390139,1.9925577859550215E7,36178.883799022115,550.7516,268,0,2.3417990462194085E7,122207.02612641276,191.62556,29,NOT_AVAILABLE,-0.11338745,100001,-0.18860535,-37.127330023620345,0.3144634389612898,101.463036,115.07094,111.32464,1506686889,-0.017441124,0.07002066,-0.20622157,2015.5,11,0.0,3.0,4000.0,1635721458409799680,3520.75,3749.42,3579.5,16,Gaia DR1 2105176089831152000
"295.92960583333326,51.066833333333335",3.278852089495413E-5,2135406788381171328,Gaia DR2 2135406788381171328,295.9295724811702,51.06680811807276,83.97565518952895,13.192471577056793,322.7309389428679,69.80033422073622,1.6908009486613427,-4.872314975535969,-5.9171748317273085,6.9165545,8.212084,5.823847,0.026781173405371114,0.026311504988253177,0.026581542632428616,0.0580156152259776,0.05071077248475696,,,,843.0616,0.09152796329563422,3.458596427048049,17.531525,28,3,233,236,236,31,true,1.3770053359050334,0.006295888256800113,0.04445955,61.78031,1.2955294,2.388237,0.14538735,-0.33556888,0.03528199,false,,,,200111,0,1.0927076,897.47156,945.96497,921.71826,36,0.109857135,63.60808,-0.0358586,-0.20269507,7173347.287649714,34635.4650866145,207.1099,28,1.387809,3.2264471519976754E7,29135.23364681252,1107.4039,270,0,3.7603578483544394E7,89263.971506383,421.26266,29,NOT_AVAILABLE,-0.09609785,100001,-0.122589275,-22.148568539480735,0.17375670509320013,66.61327,78.066986,74.55595,1269481311,0.028757196,0.0647022,-0.4148248,2015.5,12,0.0,4.5,3700.0,1635721458409799680,3599.5,3896.6868,3683.28,16,Gaia DR1 2135406784080065408
"289.9592341666666,43.55627277777778",2.0436456424365553E-5,2102822898727875968,Gaia DR2 2102822898727875968,289.9592242016088,43.55629189573889,75.22041060902058,13.561364733625872,305.1856256999674,64.57659999990527,2.641912391969401,-1.7037615980996388,4.417455783481335,7.513725,8.128205,6.8131933,0.019392460868732246,0.02232116141067558,0.02397846206693503,0.04143008597998388,0.04441872347984021,0.05,0.364,0.137,344.32178,0.0,0.0,3.3449273,30,3,266,269,269,31,false,1.5036603747249389,0.006092760298674759,0.034196556,90.48909,0.6144805,1.315012,0.32547775,-0.23109122,-0.08486038,false,0.0269,0.4294,0.072,200111,0,0.7005315,126.64727,130.70337,128.67532,34,0.034186713,110.17856,-0.0015177176,-0.22746791,7749491.434463097,11544.77144561066,671.2555,32,1.2284565,1.8614713728512976E7,3858.871697091955,4823.8745,292,0,1.5117874729024993E7,17699.111435209594,854.1601,32,NOT_AVAILABLE,-0.014381621,100001,-0.096589796,-22.516534599861398,0.14001738562607233,15.817502,18.234575,17.602808,947698888,-0.016510133,0.0013051222,-0.07787315,2015.5,17,0.0,3.0,5000.0,1635721458409799680,4552.525,4888.0,4633.5,16,Gaia DR1 2102822894430272512
"287.61096625,42.601352222222225",1.0987771125607824E-5,2102561730358498048,Gaia DR2 2102561730358498048,287.61097774787703,42.601359229538986,73.59939892474466,14.737290142181612,300.7428444522018,64.17268071762915,2.0728502155263127,1.8973960958314875,1.6055095175113032,7.475068,7.4545007,7.5543737,0.04002961138473175,0.049024981414086025,0.05196671461582839,0.09211115816051915,0.08971747505611496,0.177,0.4315,0.297,844.5613,0.15499974443414724,8.144915642320235,19.466532,21,5,178,183,183,31,true,1.7792171380547774,0.012963396400987651,0.05634093,26.2586,-0.020567417,-0.099873066,0.43316236,-0.32754177,-2.5769745E-4,false,0.0879,0.2145,0.1492,,0,-0.07930565,,,,26,-0.026897376,39.888035,-0.1626134,0.1783957,1.4413020767479176E7,22057.046762670016,653.44293,18,1.1432022,1.928941605027686E7,7632.841774261259,2527.1604,191,0,7638682.49925182,16540.290621451164,461.82275,20,NOT_AVAILABLE,-0.024574917,100001,-0.037464038,,,,,,1300566345,-0.19399837,-0.04655744,-0.23095247,2015.5,0,,,,1635721458409799680,7853.0,9434.5,8712.0,15,
"296.84802125,42.483025833333336",4.631896545558388E-5,2077186823061026688,Gaia DR2 2077186823061026688,296.8480696178396,42.48299628534818,76.56956357234036,8.586399937452313,314.83055055574306,61.808269109633365,10.294314244709646,8.272108470254368,-6.897172153948587,7.4642863,7.5861735,7.3044167,0.03261812365185061,0.037861636872635225,0.04131082662859764,0.06658221768404445,0.07447650936873242,0.086,0.385,0.2402,694.63104,0.09299133315338055,2.8134757610241556,15.764172,23,4,197,201,201,31,true,1.7116055643087438,0.010374194030914384,0.048966542,46.928867,0.12188721,0.28175688,0.35594442,-0.19755964,-0.30401352,false,0.0446,0.19,0.1262,200111,0,0.15986967,7.3846817,7.4711103,7.427896,32,-0.08121128,249.19168,-0.20080897,-0.2284187,1.276691150735499E7,20873.544597097814,611.6312,28,1.1489148,1.9481916953245938E7,5411.233740510606,3600.2727,236,0,9616150.806710623,14082.730604423186,682.8328,27,NOT_AVAILABLE,0.010562351,100001,0.113684066,,,1.4432697,1.6013844,1.4748641,1490091089,0.21771377,-0.28488967,-0.1202681,2015.5,0,,,,1635721458409799680,7530.0,7931.75,7846.3335,13,Gaia DR1 2077186818754776448
